fileNumber,data_type,format_version,handbook_version,reference_date_time,date_creation,date_update,platform_number,project_name,pi_name,cycle_number,direction,data_center,dc_reference,data_state_indicator,data_mode,platform_type,float_serial_no,firmware_version,wmo_inst_type,time,time_qc,time_location,latitude,longitude,position_qc,positioning_system,profile_pres_qc,profile_temp_qc,profile_psal_qc,vertical_sampling_scheme,config_mission_number,pres,pres_qc,pres_adjusted,pres_adjusted_qc,pres_adjusted_error,temp,temp_qc,temp_adjusted,temp_adjusted_qc,temp_adjusted_error,psal,psal_qc,psal_adjusted,psal_adjusted_qc,psal_adjusted_error,doxy,doxy_qc,temp_doxy,temp_doxy_qc,molar_doxy,molar_doxy_qc,turbidity,turbidity_qc,chla,chla_qc,nitrate,nitrate_qc
,,,,UTC,UTC,UTC,,,,,,,,,,,,,,UTC,,UTC,degrees_north,degrees_east,,,,,,,,decibar,,decibar,,decibar,degree_Celsius,,degree_Celsius,,degree_Celsius,PSU,,PSU,,psu,micromole/kg,,degree_Celsius,,micromole/l,,ntu,,mg/m3,,micromole/kg,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,215.4,1,215.4,1,2.4,5.561,1,5.561,1,0.002,34.17,1,34.17,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,217.3,1,217.3,1,2.4,5.556,1,5.556,1,0.002,34.17,1,34.17,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,219.2,1,219.2,1,2.4,5.555,1,5.555,1,0.002,34.171,1,34.171,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,221.1,1,221.1,1,2.4,5.558,1,5.558,1,0.002,34.171,1,34.171,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,223.0,1,223.0,1,2.4,5.561,1,5.561,1,0.002,34.173,1,34.173,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,225.4,1,225.4,1,2.4,5.562,1,5.562,1,0.002,34.173,1,34.173,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,227.8,1,227.8,1,2.4,5.561,1,5.561,1,0.002,34.174,1,34.174,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,229.8,1,229.8,1,2.4,5.564,1,5.564,1,0.002,34.174,1,34.174,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,231.7,1,231.7,1,2.4,5.557,1,5.557,1,0.002,34.175,1,34.175,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,233.6,1,233.6,1,2.4,5.557,1,5.557,1,0.002,34.173,1,34.173,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,235.6,1,235.6,1,2.4,5.557,1,5.557,1,0.002,34.173,1,34.173,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,237.5,1,237.5,1,2.4,5.563,1,5.563,1,0.002,34.175,1,34.175,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,239.5,1,239.5,1,2.4,5.564,1,5.564,1,0.002,34.176,1,34.176,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,241.5,1,241.5,1,2.4,5.557,1,5.557,1,0.002,34.175,1,34.175,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,243.4,1,243.4,1,2.4,5.541,1,5.541,1,0.002,34.174,1,34.174,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,245.4,1,245.4,1,2.4,5.531,1,5.531,1,0.002,34.171,1,34.171,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,247.4,1,247.4,1,2.4,5.521,1,5.521,1,0.002,34.17,1,34.17,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,249.3,1,249.3,1,2.4,5.508,1,5.508,1,0.002,34.17,1,34.17,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,251.3,1,251.3,1,2.4,5.501,1,5.501,1,0.002,34.169,1,34.169,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,253.3,1,253.3,1,2.4,5.51,1,5.51,1,0.002,34.17,1,34.17,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,255.3,1,255.3,1,2.4,5.513,1,5.513,1,0.002,34.171,1,34.171,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,257.3,1,257.3,1,2.4,5.513,1,5.513,1,0.002,34.172,1,34.172,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,259.3,1,259.3,1,2.4,5.513,1,5.513,1,0.002,34.171,1,34.171,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,261.2,1,261.2,1,2.4,5.519,1,5.519,1,0.002,34.174,1,34.174,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,263.3,1,263.3,1,2.4,5.527,1,5.527,1,0.002,34.176,1,34.176,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,265.3,1,265.3,1,2.4,5.528,1,5.528,1,0.002,34.178,1,34.178,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,267.3,1,267.3,1,2.4,5.533,1,5.533,1,0.002,34.178,1,34.178,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,269.4,1,269.4,1,2.4,5.538,1,5.538,1,0.002,34.179,1,34.179,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,271.5,1,271.5,1,2.4,5.539,1,5.539,1,0.002,34.179,1,34.179,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,273.5,1,273.5,1,2.4,5.537,1,5.537,1,0.002,34.179,1,34.179,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,275.6,1,275.6,1,2.4,5.537,1,5.537,1,0.002,34.179,1,34.179,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,277.7,1,277.7,1,2.4,5.536,1,5.536,1,0.002,34.18,1,34.18,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,279.8,1,279.8,1,2.4,5.539,1,5.539,1,0.002,34.18,1,34.18,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,281.9,1,281.9,1,2.4,5.534,1,5.534,1,0.002,34.181,1,34.181,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,283.5,1,283.5,1,2.4,5.522,1,5.522,1,0.002,34.18,1,34.18,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
3901994,Argo profile,3.1,1.2,1950-01-01T00:00:00Z,2019-01-10T12:02:12Z,2025-09-08T21:48:19Z,3901994,MOCCA-EU,Romain Cancouet,47,A,IF,,2C,D,ARVOR,AI2600-17EU019,5900A04,844,2026-12-27T14:48:20Z,4,2026-12-27T15:04:26Z,-53.910165,-84.44646166666666,1,GPS,A,A,A,"Primary sampling: averaged [10 sec sampling, 5 dbar average from 2000 dbar to 500 dbar; 10 sec sampling, 2 dbar average from 500 dbar to 100 dbar; 10 sec sampling, 1 dbar average from 100 dbar to 2.3 dbar]",2,285.0,1,285.0,1,2.4,5.517,1,5.517,1,0.002,34.179,1,34.179,1,0.01,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,
