float_file,date,lat,lon,ocean,profiler_type,pressure,temperature,salinity
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,503.1,7.194,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,513.3,7.111,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,523.5,7.013,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,533.6,6.924,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,543.8,6.76,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,554.0,6.598,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,564.2,6.511,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,574.4,6.485,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,584.5,6.423,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,594.7,6.362,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,604.9,6.261,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,615.1,6.175,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,625.3,6.007,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,635.4,5.848,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,645.6,5.715,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,655.8,5.687,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,666.0,5.652,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,676.2,5.614,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,686.3,5.527,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,696.5,5.451,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,706.7,5.372,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,716.9,5.29,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,727.1,5.235,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,737.2,5.215,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,747.4,5.187,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,757.6,5.174,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,767.8,5.123,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,778.0,5.042,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,788.1,4.971,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,798.3,4.924,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,808.5,4.871,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,818.7,4.834,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,828.9,4.807,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,839.0,4.794,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,849.2,4.774,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,859.4,4.748,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,869.6,4.738,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,879.8,4.724,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,889.9,4.714,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,900.1,4.701,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,910.3,4.685,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,920.5,4.681,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,930.7,4.681,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,940.8,4.665,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,951.0,4.638,
aoml/13857/profiles/R13857_021.nc,1998-03-06 19:32:54+00:00,4.006,-20.016,A,845.0,961.2,4.622,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,17.0,29.254,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,22.1,28.931,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,27.2,27.905,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,32.3,25.714,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,37.4,23.746,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,42.5,21.971,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,47.5,20.684,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,52.6,19.799,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,57.7,17.966,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,62.8,17.07,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,67.9,16.784,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,73.0,16.643,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,78.1,16.539,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,83.2,16.291,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,88.3,16.027,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,93.4,15.844,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,101.0,15.598,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,111.2,15.304,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,121.4,15.059,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,131.5,14.794,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,141.7,14.495,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,151.9,14.292,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,162.1,14.156,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,172.3,14.016,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,182.4,13.871,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,192.6,13.712,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,202.8,13.475,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,213.0,13.169,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,223.2,12.883,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,233.3,12.661,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,243.5,12.466,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,253.7,12.219,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,263.9,11.874,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,274.1,11.435,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,284.2,11.094,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,294.4,10.855,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,304.6,10.233,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,314.8,9.956,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,325.0,9.588,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,335.1,9.253,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,345.3,9.114,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,355.5,8.923,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,365.7,8.745,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,375.9,8.554,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,386.0,8.452,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,396.2,8.36,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,406.4,8.247,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,416.6,8.088,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,426.8,8.029,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,436.9,7.891,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,447.1,7.789,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,457.3,7.638,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,467.5,7.491,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,477.7,7.384,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,487.8,7.228,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,498.0,7.092,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,508.2,7.01,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,518.4,6.95,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,528.6,6.831,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,538.7,6.668,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,548.9,6.544,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,559.1,6.42,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,569.3,6.34,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,579.5,6.257,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,589.6,6.239,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,599.8,6.117,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,610.0,5.979,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,620.2,5.971,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,630.4,5.908,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,640.5,5.813,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,650.7,5.725,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,660.9,5.627,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,671.1,5.582,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,681.3,5.541,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,691.4,5.451,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,701.6,5.355,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,711.8,5.279,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,722.0,5.198,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,732.2,5.143,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,742.3,5.092,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,752.5,5.028,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,762.7,4.971,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,772.9,4.928,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,783.1,4.894,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,793.2,4.897,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,803.4,4.871,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,813.6,4.837,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,823.8,4.811,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,834.0,4.787,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,844.1,4.774,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,854.3,4.751,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,864.5,4.728,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,874.7,4.714,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,884.9,4.701,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,895.0,4.688,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,905.2,4.678,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,915.4,4.671,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,925.6,4.658,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,935.8,4.648,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,945.9,4.645,
aoml/13857/profiles/R13857_022.nc,1998-03-17 18:54:46+00:00,3.841,-19.594,A,845.0,956.1,4.642,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,,,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,93.4,16.051,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,101.0,15.569,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,111.2,15.229,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,121.4,14.991,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,131.5,14.816,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,141.7,14.705,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,151.9,14.528,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,162.1,14.385,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,172.3,14.286,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,182.4,14.167,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,192.6,13.989,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,202.8,13.861,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,213.0,13.744,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,223.2,13.606,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,233.3,13.423,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,243.5,13.159,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,253.7,12.736,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,263.9,12.426,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,274.1,12.199,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,284.2,11.922,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,294.4,11.582,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,304.6,11.094,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,314.8,10.65,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,325.0,10.264,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,335.1,10.044,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,345.3,9.786,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,355.5,9.55,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,365.7,9.345,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,375.9,9.051,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,386.0,8.766,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,396.2,8.521,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,406.4,8.38,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,416.6,8.207,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,426.8,8.068,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,436.9,7.887,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,447.1,7.77,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,457.3,7.58,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,467.5,7.461,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,477.7,7.373,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,487.8,7.183,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,498.0,7.103,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,508.2,6.987,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,518.4,6.872,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,528.6,6.805,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,538.7,6.731,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,548.9,6.65,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,559.1,6.54,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,569.3,6.492,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,579.5,6.456,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,589.6,6.412,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,599.8,6.369,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,610.0,6.279,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,620.2,6.16,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,630.4,6.032,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,640.5,5.894,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,650.7,5.771,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,660.9,5.694,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,671.1,5.579,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,681.3,5.527,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,691.4,5.434,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,701.6,5.351,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,711.8,5.317,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,722.0,5.269,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,732.2,5.211,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,742.3,5.14,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,752.5,5.103,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,762.7,5.133,
aoml/13857/profiles/R13857_024.nc,1998-04-08 19:06:03+00:00,3.529,-19.409,A,845.0,772.9,5.106,
